transaction_id,transaction_date,transaction_time,account_id,account_name,account_type,account_owner,description,category,subcategory,amount,transaction_type,balance_after,is_recurring,recurring_frequency,notes
TXN-387DE807B586,2024-05-28,13:39:41,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Interest Payment,Interest,Savings,103.66,Interest,31514.9,True,Monthly,
TXN-FA620367B9CF,2024-05-28,15:18:45,ACC-USER1-SAV,User1 Savings,Savings,User1,Interest Payment,Interest,Savings,48.15,Interest,14639.17,True,Monthly,
TXN-46931EF2CF95,2024-05-28,16:03:49,ACC-USER2-SAV,User2 Savings,Savings,User2,Interest Payment,Interest,Savings,34.44,Interest,10471.07,True,Monthly,
TXN-70D2317601F5,2024-05-29,16:30:12,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-11.89,Expense,-214.17,False,,
TXN-C95D17653804,2024-05-29,19:18:45,ACC-USER1-CHK,User1 Checking,Checking,User1,Grubhub,Dining,Delivery,-52.13,Expense,10.17,False,,
TXN-0E7AF50836BF,2024-05-30,14:58:34,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-16.23,Expense,62.3,False,,
TXN-940ABF27B6E4,2024-05-30,20:30:51,ACC-USER2-CHK,User2 Checking,Checking,User2,TJ Maxx,Shopping,Electronics,-153.79,Expense,-4801.83,False,,
TXN-CD5E8871DC83,2024-05-31,10:02:36,ACC-USER2-CHK,User2 Checking,Checking,User2,Red Robin,Dining,Restaurants,-71.87,Expense,-167.43,False,,
TXN-6725B6A6237C,2024-05-31,20:40:32,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Payroll - ABC Company Inc,Salary,User2,3874.1,Income,159997.29,True,Biweekly,
TXN-5E9477511DA3,2024-06-01,08:56:06,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Health Insurance - Blue Cross,Healthcare,Insurance Premium,-320,Expense,193497.05,True,Monthly,
TXN-60389ED2C9F0,2024-06-01,09:28:53,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mortgage Payment - Wells Fargo,Housing,Mortgage/Rent,-2200,Expense,194922.05,True,Monthly,
TXN-CD4D4440B2E4,2024-06-01,15:20:42,ACC-USER1-CHK,User1 Checking,Checking,User1,Starbucks,Dining,Fast Food,-11.53,Expense,78.53,False,,
TXN-3A7FF28D4807,2024-06-01,15:40:46,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Chipotle,Dining,Restaurants,-47.91,Expense,150116.33,False,,
TXN-F8D433DC66EC,2024-06-01,15:45:19,ACC-JOINT-CHK,Joint Checking,Checking,Joint,HOA Monthly Dues,Housing,HOA Fees,-150,Expense,194772.05,True,Monthly,
TXN-A1CC7E2F0066,2024-06-01,17:39:53,ACC-USER1-CHK,User1 Checking,Checking,User1,Gym Membership,Subscriptions,Various,-45,Expense,-4928.51,True,Monthly,
TXN-45425797EDF5,2024-06-01,19:39:14,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Target,Groceries,Supermarket,-171.18,Expense,158455.5,False,,
TXN-531C3D8C3F39,2024-06-01,20:54:47,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-15.08,Expense,-202.28,False,,
TXN-AFA0B2C7BA58,2024-06-02,10:43:13,ACC-USER2-CHK,User2 Checking,Checking,User2,Exxon,Transportation,Gas,-45.72,Expense,-3672.23,False,,
TXN-94D062494E49,2024-06-02,11:08:29,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Transfer from Joint Checking,Transfer,Monthly Savings Goal,500,Transfer,28000.0,True,Monthly,
TXN-AC9F40AA508F,2024-06-02,16:46:54,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to Joint Savings,Transfer,Monthly Savings Goal,-500,Transfer,135208.55,True,Monthly,
TXN-CF005D03D5B5,2024-06-04,08:26:58,ACC-USER1-CHK,User1 Checking,Checking,User1,Amazon.com,Shopping,Online Shopping,-56.02,Expense,-4538.57,False,,
TXN-B5777FB53786,2024-06-05,07:30:58,ACC-USER2-CHK,User2 Checking,Checking,User2,Circle K,Transportation,Gas,-59.47,Expense,-3731.7,False,,
TXN-08304E6BC02F,2024-06-05,08:16:23,ACC-USER1-SAV,User1 Savings,Savings,User1,Transfer from User1 Checking,Transfer,Automatic Savings,200,Transfer,13200.0,True,Monthly,
TXN-A98E34EAAD03,2024-06-05,10:02:42,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer to User2 Savings,Transfer,Automatic Savings,-150,Transfer,-2308.59,True,Monthly,
TXN-5F72367A3607,2024-06-05,10:03:42,ACC-USER1-CHK,User1 Checking,Checking,User1,Chick-fil-A,Dining,Fast Food,-18.69,Expense,-79.62,False,,
TXN-27CB140C80FA,2024-06-05,10:33:58,ACC-USER2-SAV,User2 Savings,Savings,User2,Transfer from User2 Checking,Transfer,Automatic Savings,150,Transfer,9400.0,True,Monthly,
TXN-E66433D78E3D,2024-06-05,16:51:41,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Homeowners Insurance - State Farm,Housing,Home Insurance,-125,Expense,194647.05,True,Monthly,
TXN-E8CB6F2639ED,2024-06-05,19:31:14,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer to User1 Savings,Transfer,Automatic Savings,-200,Transfer,-1823.98,True,Monthly,
TXN-51E19A56BBC6,2024-06-05,21:20:38,ACC-USER1-CHK,User1 Checking,Checking,User1,NYT Digital Subscription,Subscriptions,Various,-17,Expense,-4880.52,True,Monthly,
TXN-FE3094137DD6,2024-06-06,21:35:44,ACC-USER2-CHK,User2 Checking,Checking,User2,Subway,Dining,Fast Food,-17.58,Expense,-311.76,False,,
TXN-0759BF58B65E,2024-06-07,08:25:23,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-400.11,Transfer,134808.43,True,Biweekly,
TXN-670530B89C23,2024-06-07,11:53:40,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ACME Corporation,Salary,User1,4175.71,Income,58767.93,True,Biweekly,
TXN-8C54EF403950,2024-06-07,15:00:42,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,400.11,Transfer,-1988.02,True,Biweekly,
TXN-D17F154DF7EC,2024-06-08,09:48:32,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,373.89,Transfer,-2605.36,True,Biweekly,
TXN-7B12C6B5F210,2024-06-08,11:18:38,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Netflix,Entertainment,Streaming,-15.99,Expense,193131.06,True,Monthly,
TXN-2D62ADA86286,2024-06-08,12:45:30,ACC-USER1-CHK,User1 Checking,Checking,User1,Uber Eats,Dining,Delivery,-58.16,Expense,-137.78,False,,
TXN-64CFF3B5C78B,2024-06-08,15:59:59,ACC-USER1-CHK,User1 Checking,Checking,User1,Buffalo Wild Wings,Dining,Restaurants,-62.56,Expense,-52.39,False,,
TXN-BE3ACFE41350,2024-06-08,17:16:47,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-15.84,Expense,-294.18,False,,
TXN-E0436001A5ED,2024-06-08,17:19:31,ACC-USER2-CHK,User2 Checking,Checking,User2,Audible,Subscriptions,Various,-14.95,Expense,-5653.44,True,Monthly,
TXN-3F7E9027EA6D,2024-06-08,19:39:43,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-373.89,Transfer,134434.54,True,Biweekly,
TXN-A776543753E4,2024-06-09,11:02:18,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-8.54,Expense,-60.93,False,,
TXN-4140F5F51216,2024-06-09,11:55:37,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walmart,Groceries,Supermarket,-131.89,Expense,158323.61,False,,
TXN-7E45D46EC9F9,2024-06-09,17:34:24,ACC-USER2-CHK,User2 Checking,Checking,User2,Panera Bread,Dining,Restaurants,-64.17,Expense,-278.34,False,,
TXN-F0332CC93781,2024-06-10,07:49:59,ACC-USER1-CHK,User1 Checking,Checking,User1,iCloud Storage,Subscriptions,Various,-2.99,Expense,-4883.51,True,Monthly,
TXN-7C61B1479891,2024-06-10,15:00:42,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Comcast Internet,Utilities,Internet,-80,Expense,194567.05,True,Monthly,
TXN-76FA6C7BF99F,2024-06-11,08:10:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Costco,Groceries,Warehouse,-347.07,Expense,157805.79,False,,
TXN-3B32B4D42AA4,2024-06-11,10:16:38,ACC-JOINT-CHK,Joint Checking,Checking,Joint,BP,Transportation,Gas,-55.95,Expense,148111.07,False,,
TXN-29DD058120CD,2024-06-11,19:31:11,ACC-USER2-CHK,User2 Checking,Checking,User2,Starbucks,Dining,Fast Food,-8.03,Expense,-399.51,False,,
TXN-71A64A936BDD,2024-06-12,10:45:21,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Spotify Family,Entertainment,Streaming,-16.99,Expense,193114.07,True,Monthly,
TXN-0131A181E516,2024-06-12,11:49:49,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Electric Company,Utilities,Electric,-132.81,Expense,167146.69,True,Monthly,
TXN-41EE664066F7,2024-06-12,15:33:31,ACC-USER2-CHK,User2 Checking,Checking,User2,Grubhub,Dining,Delivery,-44.1,Expense,-443.61,False,,
TXN-122516BB95BA,2024-06-14,12:20:57,ACC-JOINT-CHK,Joint Checking,Checking,Joint,City Water Dept,Utilities,Water/Sewer,-82.97,Expense,166970.13,True,Monthly,
TXN-10E982A61B7E,2024-06-14,12:48:10,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ABC Company,Salary,User2,3821.79,Income,163819.08,True,Biweekly,
TXN-9C6814D75615,2024-06-14,13:56:53,ACC-USER1-CHK,User1 Checking,Checking,User1,Starbucks,Dining,Fast Food,-9.04,Expense,-155.92,False,,
TXN-9C366E34B048,2024-06-15,08:32:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Property Tax Payment,Housing,Property Tax,-550,Expense,125285.38,True,Quarterly,
TXN-3E70C8D924BD,2024-06-15,11:36:38,ACC-USER1-CHK,User1 Checking,Checking,User1,Wendy's,Dining,Fast Food,-9.48,Expense,-165.4,False,,
TXN-5BB156408E43,2024-06-15,17:36:14,ACC-USER1-CHK,User1 Checking,Checking,User1,Starbucks,Dining,Fast Food,-9.1,Expense,-146.88,False,,
TXN-D696481D17B5,2024-06-15,19:18:20,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Buffalo Wild Wings,Dining,Restaurants,-53.74,Expense,150062.59,False,,
TXN-DBC4C7BC64C0,2024-06-15,19:36:35,ACC-USER2-CHK,User2 Checking,Checking,User2,Peloton App,Subscriptions,Various,-12.99,Expense,-5666.43,True,Monthly,
TXN-A354B327625A,2024-06-15,20:35:19,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Verizon Wireless - Family Plan,Utilities,Phone,-140,Expense,194427.05,True,Monthly,
TXN-21C2EC757F3A,2024-06-15,21:10:26,ACC-USER2-CHK,User2 Checking,Checking,User2,Applebee's,Dining,Restaurants,-79.72,Expense,-391.48,False,,
TXN-B08D58AA560A,2024-06-15,21:42:06,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Auto Loan - Chase,Transportation,Car Payment,-425,Expense,194002.05,True,Monthly,
TXN-542C31CB6CFF,2024-06-16,18:06:48,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Whole Foods,Groceries,Supermarket,-170.75,Expense,158152.86,False,,
TXN-E3284EB51554,2024-06-17,12:59:15,ACC-USER2-CHK,User2 Checking,Checking,User2,Chick-fil-A,Dining,Fast Food,-8.22,Expense,-506.25,False,,
TXN-C015A48668CF,2024-06-17,15:55:20,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Walgreens,Healthcare,Pharmacy,-22.06,Expense,146664.5,False,,
TXN-436F800FE63A,2024-06-17,19:17:21,ACC-USER2-CHK,User2 Checking,Checking,User2,Wendy's,Dining,Fast Food,-15.4,Expense,-521.65,False,,
TXN-ED6115FBEAC7,2024-06-17,19:20:26,ACC-USER2-CHK,User2 Checking,Checking,User2,Father's Day Gift,Gifts,Holidays/Birthdays,-94.82,Expense,1335.7,False,,
TXN-7BBD80E97DD3,2024-06-18,09:00:47,ACC-USER2-CHK,User2 Checking,Checking,User2,Buffalo Wild Wings,Dining,Restaurants,-44.34,Expense,-487.95,False,,
TXN-47E8F8356352,2024-06-18,10:43:40,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Disney+,Entertainment,Streaming,-13.99,Expense,193100.08,True,Monthly,
TXN-F01E4F4F1286,2024-06-20,11:28:04,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Gas Utility,Utilities,Gas,-93.59,Expense,167053.1,True,Monthly,
TXN-87F898B9F56D,2024-06-20,12:04:50,ACC-USER2-CHK,User2 Checking,Checking,User2,Adobe Creative Cloud,Subscriptions,Various,-54.99,Expense,-5721.42,True,Monthly,
TXN-B4455DD8C202,2024-06-20,20:43:56,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Amazon.com,Shopping,Online Shopping,-44.81,Expense,147377.84,False,,
TXN-0012B1ABAF1B,2024-06-20,21:08:16,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Geico Auto Insurance,Transportation,Car Insurance,-185,Expense,193817.05,True,Monthly,
TXN-21B410752443,2024-06-21,09:11:36,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-364.04,Transfer,134070.51,True,Biweekly,
TXN-467089C96D61,2024-06-21,16:12:45,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ACME Corp,Salary,User1,4223.7,Income,62991.63,True,Biweekly,
TXN-E8DCBD7700D5,2024-06-21,16:42:55,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,364.04,Transfer,-1623.98,True,Biweekly,
TXN-0CC32FC3511C,2024-06-21,18:15:03,ACC-USER1-CHK,User1 Checking,Checking,User1,DoorDash,Dining,Delivery,-50.85,Expense,-229.44,False,,
TXN-11392D2733E7,2024-06-22,08:25:42,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-10.08,Expense,-498.03,False,,
TXN-0663C4D1A997,2024-06-22,12:02:14,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,446.77,Transfer,-2158.59,True,Biweekly,
TXN-DEE84C4AADA3,2024-06-22,13:28:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Safeway,Groceries,Supermarket,-229.65,Expense,157576.14,False,,
TXN-646F01D944A9,2024-06-22,13:43:32,ACC-JOINT-CHK,Joint Checking,Checking,Joint,DoorDash,Dining,Delivery,-43.71,Expense,149964.62,False,,
TXN-AFCAD28FEEC7,2024-06-22,18:46:30,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-446.77,Transfer,133623.73,True,Biweekly,
TXN-7451F9781690,2024-06-23,09:39:54,ACC-USER1-CHK,User1 Checking,Checking,User1,Wendy's,Dining,Fast Food,-13.19,Expense,-178.59,False,,
TXN-B4369334977E,2024-06-23,17:17:27,ACC-USER2-CHK,User2 Checking,Checking,User2,Mobil,Transportation,Gas,-51.49,Expense,-3783.19,False,,
TXN-1C6B7243CF65,2024-06-23,19:07:21,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Five Guys,Dining,Restaurants,-54.26,Expense,150008.33,False,,
TXN-B3DF4F575C44,2024-06-24,08:57:32,ACC-USER1-CHK,User1 Checking,Checking,User1,Uber Eats,Dining,Delivery,-34.91,Expense,-406.95,False,,
TXN-290F79FCEFA4,2024-06-25,18:35:09,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Student Loan Payment - Navient,Debt,Student Loan,-350,Expense,193147.05,True,Monthly,
TXN-F2FF2D7D913B,2024-06-25,18:38:23,ACC-USER1-CHK,User1 Checking,Checking,User1,Applebee's,Dining,Restaurants,-53.7,Expense,-328.01,False,,
TXN-4DB52D077CF3,2024-06-27,13:29:36,ACC-USER2-CHK,User2 Checking,Checking,User2,DoorDash,Dining,Delivery,-44.13,Expense,-595.58,False,,
TXN-1CA4F0F3DFB2,2024-06-27,14:19:43,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Speedway,Transportation,Gas,-61.64,Expense,148049.43,False,,
TXN-1A3AD8932BFD,2024-06-27,19:42:52,ACC-USER2-CHK,User2 Checking,Checking,User2,Five Guys,Dining,Restaurants,-29.8,Expense,-551.45,False,,
TXN-305E2BB9DA88,2024-06-28,09:20:54,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-13.13,Expense,-372.04,False,,
TXN-6B42C9BA1D14,2024-06-28,10:54:42,ACC-USER2-SAV,User2 Savings,Savings,User2,Interest Payment,Interest,Savings,34.55,Interest,10505.62,True,Monthly,
TXN-17F91E2AA764,2024-06-28,14:28:00,ACC-USER1-SAV,User1 Savings,Savings,User1,Interest Payment,Interest,Savings,48.31,Interest,14687.48,True,Monthly,
TXN-24EAAB88C589,2024-06-28,20:11:40,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Interest Payment,Interest,Savings,104.0,Interest,31618.9,True,Monthly,
TXN-595D55DD7380,2024-06-28,21:00:38,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ABC Company,Salary,User2,3807.88,Income,167626.96,True,Biweekly,
TXN-44B85870F007,2024-06-29,07:53:35,ACC-USER1-CHK,User1 Checking,Checking,User1,Dunkin,Dining,Fast Food,-19.06,Expense,-358.91,False,,
TXN-EC24C3C4117E,2024-06-29,12:39:14,ACC-USER1-CHK,User1 Checking,Checking,User1,Olive Garden,Dining,Restaurants,-44.87,Expense,-274.31,False,,
TXN-EC4A5D62B63B,2024-06-30,15:28:33,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-11.84,Expense,-339.85,False,,
TXN-B1F4EA289DC8,2024-06-30,18:18:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Whole Foods,Groceries,Supermarket,-219.91,Expense,157356.23,False,,
TXN-DE431AAC9E10,2024-07-01,08:50:32,ACC-USER1-CHK,User1 Checking,Checking,User1,Gym Membership,Subscriptions,Various,-45,Expense,-4993.5,True,Monthly,
TXN-E1EFAE9376F3,2024-07-01,09:47:28,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Health Insurance - Blue Cross,Healthcare,Insurance Premium,-320,Expense,189475.08,True,Monthly,
TXN-F18C3FB5BBAA,2024-07-01,14:16:57,ACC-JOINT-CHK,Joint Checking,Checking,Joint,HOA Monthly Dues,Housing,HOA Fees,-150,Expense,190750.08,True,Monthly,
TXN-A44E94431B4B,2024-07-01,20:16:32,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Mortgage Payment - Wells Fargo,Housing,Mortgage/Rent,-2200,Expense,190900.08,True,Monthly,
TXN-E5780F930156,2024-07-02,10:53:00,ACC-USER2-CHK,User2 Checking,Checking,User2,Instacart,Dining,Delivery,-41.49,Expense,-691.56,False,,
TXN-090547B2CF4E,2024-07-02,14:58:29,ACC-JOINT-SAV,Joint Savings,Savings,Joint,Transfer from Joint Checking,Transfer,Monthly Savings Goal,500,Transfer,28500.0,True,Monthly,
TXN-CE89D34AE2EF,2024-07-02,19:23:24,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to Joint Savings,Transfer,Monthly Savings Goal,-500,Transfer,133123.73,True,Monthly,
TXN-34063FD64B90,2024-07-03,08:02:27,ACC-USER2-CHK,User2 Checking,Checking,User2,Chipotle,Dining,Restaurants,-38.98,Expense,-634.56,False,,
TXN-EA025FEDF49B,2024-07-04,08:16:41,ACC-USER2-CHK,User2 Checking,Checking,User2,Target,Shopping,Clothing,-49.11,Expense,-4850.94,False,,
TXN-51FF098E887A,2024-07-04,17:55:22,ACC-USER1-CHK,User1 Checking,Checking,User1,Taco Bell,Dining,Fast Food,-19.04,Expense,-499.05,False,,
TXN-5AABE7E960E4,2024-07-04,19:08:49,ACC-USER1-CHK,User1 Checking,Checking,User1,Starbucks,Dining,Fast Food,-16.55,Expense,-480.01,False,,
TXN-7DEF3EFD3AD9,2024-07-05,10:49:18,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Salary - ACME Corporation,Salary,User1,4113.91,Income,67105.54,True,Biweekly,
TXN-33DAF7C4EF2D,2024-07-05,14:50:30,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer to User2 Savings,Transfer,Automatic Savings,-150,Transfer,-1605.41,True,Monthly,
TXN-0D08BC8B15DD,2024-07-05,15:25:22,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer to User1 Savings,Transfer,Automatic Savings,-200,Transfer,-1178.81,True,Monthly,
TXN-6802C1DE3087,2024-07-05,15:42:53,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Circle K,Transportation,Gas,-56.62,Expense,147992.81,False,,
TXN-4C02E4CB61AF,2024-07-05,18:01:25,ACC-USER1-CHK,User1 Checking,Checking,User1,Buffalo Wild Wings,Dining,Restaurants,-43.0,Expense,-449.95,False,,
TXN-4DAFC53BCA92,2024-07-05,18:20:33,ACC-USER1-CHK,User1 Checking,Checking,User1,NYT Digital Subscription,Subscriptions,Various,-17,Expense,-4945.51,True,Monthly,
TXN-AE58EA48841B,2024-07-05,20:55:22,ACC-USER1-SAV,User1 Savings,Savings,User1,Transfer from User1 Checking,Transfer,Automatic Savings,200,Transfer,13400.0,True,Monthly,
TXN-76BEFB244601,2024-07-05,21:38:00,ACC-USER2-SAV,User2 Savings,Savings,User2,Transfer from User2 Checking,Transfer,Automatic Savings,150,Transfer,9550.0,True,Monthly,
TXN-A11FB7957A28,2024-07-05,21:54:03,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Homeowners Insurance - State Farm,Housing,Home Insurance,-125,Expense,190625.08,True,Monthly,
TXN-A50EA59C0F29,2024-07-06,14:55:58,ACC-USER2-CHK,User2 Checking,Checking,User2,Taco Bell,Dining,Fast Food,-15.51,Expense,-650.07,False,,
TXN-4183FCB3EC05,2024-07-06,19:50:40,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Kroger,Groceries,Supermarket,-129.89,Expense,157226.34,False,,
TXN-5AE6322C2F53,2024-07-06,21:57:04,ACC-USER1-CHK,User1 Checking,Checking,User1,McDonald's,Dining,Fast Food,-13.51,Expense,-463.46,False,,
TXN-0AA45320245B,2024-07-07,07:41:20,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User1 Checking,Transfer,Personal Spending Allowance,-438.16,Transfer,132685.58,True,Biweekly,
TXN-E1B103EB5EF7,2024-07-07,08:45:33,ACC-USER1-CHK,User1 Checking,Checking,User1,Transfer from Joint Checking,Transfer,Personal Spending Allowance,438.16,Transfer,-1385.82,True,Biweekly,
TXN-2FC03405ADEC,2024-07-07,10:24:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Electric Company,Utilities,Electric,-188.93,Expense,166781.2,True,Monthly,
TXN-6F8A2951D163,2024-07-08,09:26:34,ACC-USER2-CHK,User2 Checking,Checking,User2,Audible,Subscriptions,Various,-14.95,Expense,-5736.37,True,Monthly,
TXN-0F817DFCF5BE,2024-07-08,11:37:34,ACC-USER2-CHK,User2 Checking,Checking,User2,Transfer from Joint Checking,Transfer,Personal Spending Allowance,413.36,Transfer,-1895.23,True,Biweekly,
TXN-F9E04D9351C1,2024-07-08,11:53:47,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Transfer to User2 Checking,Transfer,Personal Spending Allowance,-413.36,Transfer,132272.22,True,Biweekly,
TXN-B6001EE0B21F,2024-07-08,15:00:07,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Netflix,Entertainment,Streaming,-15.99,Expense,189109.09,True,Monthly,
TXN-DB8F831C62DF,2024-07-08,16:02:28,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-17.53,Expense,-582.97,False,,
TXN-12DDD5A71EFD,2024-07-09,08:26:26,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Gas Utility,Utilities,Gas,-86.42,Expense,166694.78,True,Monthly,
TXN-996D0BF56005,2024-07-09,10:19:56,ACC-USER2-CHK,User2 Checking,Checking,User2,Dunkin,Dining,Fast Food,-13.07,Expense,-767.2,False,,
TXN-DF0D93D58F53,2024-07-10,08:40:27,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Comcast Internet,Utilities,Internet,-80,Expense,190545.08,True,Monthly,
TXN-4044A2CD07A6,2024-07-10,10:11:33,ACC-USER1-CHK,User1 Checking,Checking,User1,iCloud Storage,Subscriptions,Various,-2.99,Expense,-4948.5,True,Monthly,
TXN-AF729DC2874D,2024-07-10,13:34:24,ACC-USER2-CHK,User2 Checking,Checking,User2,Buffalo Wild Wings,Dining,Restaurants,-42.96,Expense,-734.52,False,,
TXN-5C0EC716486C,2024-07-10,15:52:50,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Airline Tickets - United,Travel,Vacation,-1200,Expense,122985.38,False,,
TXN-D6E9D96019A8,2024-07-11,16:16:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Airbnb Reservation,Travel,Vacation,-850,Expense,122135.38,False,,
TXN-4A81EA323B82,2024-07-12,08:56:44,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Spotify Family,Entertainment,Streaming,-16.99,Expense,189092.1,True,Monthly,
TXN-A1DF5085D4AD,2024-07-12,08:59:23,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Direct Deposit - ABC Company,Salary,User2,3764.83,Income,171391.79,True,Biweekly,
TXN-6691748739A8,2024-07-12,09:32:18,ACC-USER1-CHK,User1 Checking,Checking,User1,Subway,Dining,Fast Food,-10.95,Expense,-610.98,False,,
TXN-986E19ECEEB7,2024-07-12,13:28:14,ACC-USER1-CHK,User1 Checking,Checking,User1,Starbucks,Dining,Fast Food,-17.06,Expense,-600.03,False,,
TXN-C60F89512D21,2024-07-12,14:24:36,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Vacation - Restaurant,Travel,Vacation,-180,Expense,121955.38,False,,
TXN-D1F791AE66C1,2024-07-13,07:35:37,ACC-USER1-CHK,User1 Checking,Checking,User1,Uber Eats,Dining,Delivery,-45.53,Expense,-656.51,False,,
TXN-19EAD4E0A0FE,2024-07-13,10:41:09,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Target,Groceries,Supermarket,-235.08,Expense,156991.26,False,,
TXN-719734C5A7A8,2024-07-13,14:49:15,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Vacation - Activities,Travel,Vacation,-350,Expense,121605.38,False,,
TXN-4F69A7F7A35C,2024-07-14,09:17:12,ACC-USER1-CHK,User1 Checking,Checking,User1,Outback Steakhouse,Dining,Restaurants,-66.39,Expense,-565.44,False,,
TXN-948FB811D027,2024-07-14,16:18:19,ACC-USER2-CHK,User2 Checking,Checking,User2,Speedway,Transportation,Gas,-57.54,Expense,-3840.73,False,,
TXN-8B243C8B6CDD,2024-07-14,16:49:59,ACC-USER2-CHK,User2 Checking,Checking,User2,McDonald's,Dining,Fast Food,-19.61,Expense,-754.13,False,,
TXN-C1FFFB8A4137,2024-07-14,19:21:49,ACC-JOINT-CHK,Joint Checking,Checking,Joint,Vacation - Souvenirs,Travel,Vacation,-120,Expense,121485.38,False,,
